arch,height,distM,distP,distB,countM,countP,countB,e,n,lat,lon
1,97.1,95.34149149242423,1530.6207890917985,57.62811813689564,348.0,7.0,1618.0,461275,164652,51.37762307404802,-1.1209792599348045
1,86.2,247.95160818191923,1594.3907927481268,350.821892133316,128.0,5.0,2969.0,496774,149521,51.23667082485356,-0.6151657743253078
1,141.7,649.8384414606448,806.7775405897216,63.12685640834652,179.0,14.0,2858.0,419220,168370,51.41402500281962,-1.725011248454632
1,4.4,238.80117252643464,465.5856526999087,26.1725046566048,89.0,5.0,1573.0,463490,125000,51.02159197816981,-1.0975355612035942
1,145.6,152.45327152934436,2274.35265515267,236.81216184985095,108.0,22.0,3404.0,446060,161220,51.34819982380437,-1.3400127880607577
0,90.5,501.000998002998,516.8761940735905,58.728187440104094,121.0,25.0,3486.0,0,0,49.76613265393477,-7.555903615039331
0,38.8,1059.5116799733735,1701.332712904798,69.63476143421474,96.0,22.0,2998.0,0,0,49.76613265393477,-7.555903615039331
1,76.8,86.95401083331349,195.8187937865005,17.0,129.0,11.0,2094.0,449217,148669,51.23508669192418,-1.2964143888788957
1,58.2,1078.5035929471908,1401.353988112925,389.8730562631893,154.0,20.0,2929.0,494050,166600,51.390657383593194,-0.6496756627823154
0,20.9,898.200979736718,2398.86389776494,462.0822437618654,100.0,12.0,2186.0,0,0,49.76613265393477,-7.555903615039331
1,8.0,318.42267507198665,754.6721142323996,99.08077512817509,101.0,5.0,1640.0,465098,160400,51.33897106621835,-1.0668355356908061
1,103.1,326.6129207487052,1220.3319220605515,144.5856147754679,131.0,22.0,4383.0,412174,132378,51.090581000154664,-1.8275400154221682
0,78.2,340.96920682079195,1356.5699392217123,227.8815481779953,132.0,20.0,3106.0,0,0,49.76613265393477,-7.555903615039331
0,67.8,275.5358415887124,1256.6706012316831,98.18350166906862,132.0,7.0,2698.0,0,0,49.76613265393477,-7.555903615039331
0,174.2,540.6930737488691,771.1666486564367,62.625873247404705,124.0,19.0,3056.0,0,0,49.76613265393477,-7.555903615039331
1,7.4,540.0712915902863,2247.353999707211,512.5699952201651,158.0,3.0,1443.0,492230,111000,50.89185163729534,-0.691409821021126
0,36.9,319.6779629564728,663.9307192772451,59.941638282582836,123.0,17.0,3071.0,0,0,49.76613265393477,-7.555903615039331
0,158.0,519.353444197687,1191.6274585624485,114.54256850621083,274.0,24.0,3182.0,0,0,49.76613265393477,-7.555903615039331
1,69.9,191.4001044931794,1648.1286357563235,126.66885963013956,158.0,9.0,2896.0,480800,139850,51.152210357484506,-0.8460994720261298
0,149.6,359.78048863160996,1735.2593466107594,94.36630754670864,236.0,13.0,2697.0,0,0,49.76613265393477,-7.555903615039331
0,125.7,479.6675932351486,1006.1018835088224,89.47066558375433,111.0,17.0,2652.0,0,0,49.76613265393477,-7.555903615039331
1,150.0,377.8160928282436,740.8272403199007,21.213203435596427,124.0,12.0,3387.0,475006,138046,51.13677935722487,-0.9293016218828883
1,36.6,448.4484362777955,2504.009784325932,120.07081243999309,124.0,5.0,1658.0,443200,103555,50.829916433785215,-1.3879625554330688
1,38.3,513.5854359305762,1335.3666163267674,91.0494371207203,145.0,16.0,4426.0,448749,128132,51.05046804253808,-1.3058948582379675
0,144.0,319.0015673942685,573.0706762695156,176.20442673213407,172.0,21.0,3602.0,0,0,49.76613265393477,-7.555903615039331
0,55.8,292.9846412356798,757.2384036748268,72.47068372797375,191.0,4.0,2191.0,0,0,49.76613265393477,-7.555903615039331
1,52.7,314.1289544120376,2315.492388240566,223.40322289528413,121.0,4.0,2708.0,496890,151073,51.2506026591392,-0.613085529480108
0,20.5,381.0852922903218,1327.8320676953092,67.26812023536856,158.0,15.0,4323.0,0,0,49.76613265393477,-7.555903615039331
1,46.1,71.8679344353238,1049.3207326647082,152.10851389715174,155.0,8.0,3283.0,479684,170879,51.431322018818356,-0.8551366087146047
0,127.5,226.01991062736045,885.2491174804977,83.40863264674707,390.0,11.0,2401.0,0,0,49.76613265393477,-7.555903615039331
1,58.1,960.5274592639192,901.9855874680038,187.29655629509048,110.0,20.0,3584.0,415440,125570,51.029284900160505,-1.7811954139909696
1,96.0,207.46083967823904,1229.2261793502448,132.5745073534124,263.0,7.0,1502.0,462552,161512,51.34925375642364,-1.1031853454537857
1,9.8,429.11653428876406,819.8536454758251,207.17142660125697,118.0,13.0,3245.0,443765,115795,50.93993499671126,-1.3784784514207389
0,168.3,758.7759880228156,1401.200913502414,205.65261972559455,194.0,10.0,2315.0,0,0,49.76613265393477,-7.555903615039331
0,110.5,829.8072065245035,405.3948692324559,198.70832896484234,102.0,15.0,2538.0,0,0,49.76613265393477,-7.555903615039331
1,52.2,254.19087316424248,848.2464264587267,10.816653826391969,149.0,12.0,3027.0,496500,143500,51.18259240956062,-0.6207069808884573
1,172.0,544.9009084228068,486.3383595810637,25.317977802344327,151.0,10.0,2789.0,478020,117610,50.952644261630276,-0.8906256147325897
0,31.9,695.4315207121402,1079.448933484118,209.32271735289507,137.0,10.0,3716.0,0,0,49.76613265393477,-7.555903615039331
1,7.9,290.6578744847626,600.0508311801593,148.71785366928881,109.0,6.0,1790.0,465200,101075,50.80556046275393,-1.076056986268131
0,144.7,1034.0817182408748,1621.6201774768344,73.24616030891995,90.0,9.0,2746.0,0,0,49.76613265393477,-7.555903615039331
0,190.8,673.1894235651656,2708.5281981179373,156.16017418023074,123.0,9.0,3256.0,0,0,49.76613265393477,-7.555903615039331
0,53.4,103.04368005850722,2021.7015111039514,79.98124780221924,134.0,12.0,3153.0,0,0,49.76613265393477,-7.555903615039331
0,143.5,245.73359558676546,2281.1229690658943,109.0,121.0,18.0,3519.0,0,0,49.76613265393477,-7.555903615039331
1,35.7,500.4657830461539,569.224911612273,93.05912099305473,111.0,15.0,2254.0,474828,176222,51.4800166844296,-0.9238453643492428
0,145.2,693.7759004174186,1239.4083265816798,157.8670326572334,92.0,14.0,3319.0,0,0,49.76613265393477,-7.555903615039331
1,4.5,48.373546489791295,665.450974903486,74.33034373659252,95.0,10.0,1699.0,462850,165000,51.38129723672408,-1.0996709685069876
1,3.5,439.0626379003342,1040.670937424506,27.294688127912362,144.0,6.0,2428.0,465534,105106,50.84176856849847,-1.0705984471341767
1,79.2,532.8761582206507,1220.8460181366036,57.56735185849702,102.0,16.0,3125.0,444900,166500,51.395764911801116,-1.3560019846100795
1,77.5,94.5568612000208,813.66332103641,103.36827366266692,167.0,11.0,3264.0,403965,137444,51.13624872187965,-1.944699888745604
0,194.2,375.6181571756083,2695.5995622495566,153.44380078712857,247.0,5.0,2195.0,0,0,49.76613265393477,-7.555903615039331
1,107.1,56.79788728465171,645.174395028197,150.26975743641833,567.0,17.0,2866.0,413618,143361,51.189309115379146,-1.8065090686540302
1,131.4,746.0542875689409,1110.0382876279539,96.17692030835673,189.0,9.0,2283.0,409490,162220,51.35896954649613,-1.8650840309452026
0,58.7,182.53766734567415,3146.351061150043,46.647615158762406,174.0,4.0,2093.0,0,0,49.76613265393477,-7.555903615039331
1,71.2,451.6015943284523,2350.0727648309107,22.47220505424423,125.0,8.0,2868.0,481213,168623,51.41082340610634,-0.8336635770713507
0,34.5,340.63029812393376,2067.7187913253583,160.5615146914104,99.0,8.0,2210.0,0,0,49.76613265393477,-7.555903615039331
0,36.9,229.61271741782946,2349.8393562113984,212.98356744124652,127.0,15.0,2813.0,0,0,49.76613265393477,-7.555903615039331
0,169.6,415.0012048175282,1557.6199793274352,25.079872407968907,101.0,8.0,2569.0,0,0,49.76613265393477,-7.555903615039331
0,168.1,825.0606038346516,2165.632009368166,184.2199772011711,102.0,9.0,1555.0,0,0,49.76613265393477,-7.555903615039331
0,184.6,348.3102065687998,880.3817353852816,139.31618714277246,137.0,20.0,3481.0,0,0,49.76613265393477,-7.555903615039331
0,170.1,613.8924987324735,1741.7924675460047,61.85466837676846,115.0,8.0,2427.0,0,0,49.76613265393477,-7.555903615039331
0,190.1,369.35213550215195,1498.5599754430918,188.904737897174,125.0,25.0,3201.0,0,0,49.76613265393477,-7.555903615039331
0,237.1,30.083217912982647,163.40440630533806,170.48753620133056,145.0,18.0,2997.0,0,0,49.76613265393477,-7.555903615039331
0,119.1,247.38633753705963,1669.6769148550866,225.84286572747877,136.0,15.0,3391.0,0,0,49.76613265393477,-7.555903615039331
0,57.0,493.323423323888,1349.2564619078169,97.0051545022222,154.0,14.0,2734.0,0,0,49.76613265393477,-7.555903615039331
0,62.8,477.3311219688069,1299.6849618272884,192.09372712298546,195.0,7.0,1877.0,0,0,49.76613265393477,-7.555903615039331
1,172.3,261.91028998494886,1840.0570643325168,187.1095935541521,164.0,10.0,3068.0,486762,133525,51.094475647613045,-0.7623947930513961
1,22.4,374.4769685841841,1391.0,42.05948168962618,164.0,26.0,2724.0,494553,180105,51.5119723449498,-0.6388442339119882
0,149.8,267.4210163767986,198.600100704909,15.231546211727817,101.0,26.0,5398.0,0,0,49.76613265393477,-7.555903615039331
1,73.0,418.07654801483426,220.90722034374522,19.697715603592208,85.0,7.0,1118.0,421662,199604,51.69477568363587,-1.6879814131971975
0,79.4,115.43396380615195,259.88651369395836,106.38138934982942,131.0,11.0,2101.0,0,0,49.76613265393477,-7.555903615039331
0,80.9,204.26698215815497,2194.6573764485424,222.1823575354263,132.0,6.0,2515.0,0,0,49.76613265393477,-7.555903615039331
0,77.6,281.55461281960913,1730.274544689368,47.92702786528704,427.0,7.0,1900.0,0,0,49.76613265393477,-7.555903615039331
0,115.8,522.4442553995593,825.9812346536694,74.51845409024533,136.0,27.0,5916.0,0,0,49.76613265393477,-7.555903615039331
1,111.4,336.1547262794322,607.9901314988591,4.123105625617661,144.0,16.0,3415.0,456720,150400,51.249957132110126,-1.1886816239807594
1,77.3,751.5217894379377,2183.5200937935056,39.293765408777,151.0,14.0,2292.0,411065,193464,51.63987524757249,-1.8414916475551262
0,53.7,539.1446930092144,1717.011648184135,181.94504664870655,174.0,10.0,3269.0,0,0,49.76613265393477,-7.555903615039331
1,35.7,751.3787327307049,280.43180989324304,99.70456358662827,134.0,12.0,2964.0,472120,108695,50.87325531127877,-0.9763672956032542
0,150.0,78.84795495128583,1833.7218982168479,93.14504817756014,97.0,10.0,2607.0,0,0,49.76613265393477,-7.555903615039331
1,28.3,138.53880322855397,1033.7756042778335,153.8440769090575,158.0,23.0,2873.0,495409,180367,51.514183572558,-0.6264421915455004
1,70.1,136.7808466123821,541.8422279593941,197.2663174492797,160.0,18.0,3727.0,449245,132974,51.09396338954476,-1.2981599199719405
1,19.2,111.12605455067681,25.0,35.73513677041127,165.0,11.0,3893.0,445536,109248,50.880927803051286,-1.3540897024870888
0,97.2,797.3167501062549,316.6591227171578,186.70297265978385,97.0,10.0,2844.0,0,0,49.76613265393477,-7.555903615039331
1,105.3,59.09314681077663,2425.261223043819,129.0310040261642,538.0,13.0,2378.0,410345,144600,51.2005181235085,-1.853308158884639
1,71.6,352.4953900407777,1073.3839015002973,18.027756377319946,154.0,22.0,3626.0,487013,148599,51.229954040043346,-0.7551717147089947
1,27.9,427.2341278502924,1754.040478438283,2.0,170.0,17.0,3074.0,438665,114964,50.932826862801925,-1.4511494031958758
1,6.1,178.84630272946657,1935.1023228759766,16.0312195418814,156.0,16.0,3801.0,443450,114080,50.92453752508614,-1.3831658134215405
1,27.7,545.2412310161438,294.15132160165456,187.57931655702342,149.0,13.0,3970.0,445126,114798,50.93086522944849,-1.359232117349755
1,103.5,326.47358239220523,1961.224107541002,263.4331034627197,98.0,24.0,3196.0,445200,162600,51.360675883586204,-1.3521854271972857
1,81.5,77.15568676384133,865.6673726091333,103.39245620450265,201.0,15.0,2377.0,486672,193170,51.630679854877535,-0.749160153358229
1,3.4,442.0,1352.2995230347453,11.180339887498949,156.0,13.0,3578.0,442700,111000,50.897615565508865,-1.3955648853640499
1,48.3,172.80335644888382,914.1903521696124,13.038404810405298,270.0,7.0,2159.0,457845,194200,51.6436368216399,-1.1654165776844478
0,66.3,995.6585760189082,2059.22436854268,79.51100552753688,75.0,11.0,3378.0,0,0,49.76613265393477,-7.555903615039331
1,3.7,552.834514117923,903.7223024801368,94.5568612000208,161.0,11.0,3650.0,442700,111550,50.90184393915191,-1.3941316856497947
0,85.9,653.8845463841457,1629.3311511169238,81.00617260431454,162.0,13.0,4296.0,0,0,49.76613265393477,-7.555903615039331
0,127.3,196.6214637317096,946.4142856064674,83.73768566183328,249.0,10.0,1981.0,0,0,49.76613265393477,-7.555903615039331
1,4.4,603.1948275640301,848.2481948109291,334.26037755019667,183.0,12.0,3597.0,439450,111120,50.898207970423904,-1.4403947393241887
1,48.8,157.40711546813887,1240.252393668321,109.16501271011697,346.0,10.0,2558.0,460425,189675,51.60268472682509,-1.1289142506949623
1,165.6,232.69937687926884,2207.1413638460044,159.13830462839547,189.0,3.0,1775.0,406370,171330,51.44092704623756,-1.9097323706319298
0,124.3,478.87889909662965,904.2991761579792,54.45181356024793,135.0,25.0,4122.0,0,0,49.76613265393477,-7.555903615039331
1,11.9,518.6520991955975,198.48677537810926,180.54639292990598,277.0,11.0,3948.0,488891,105819,50.84506667257043,-0.7387632085249062
0,94.6,439.3927627988426,1716.769349679799,39.0,186.0,12.0,2629.0,0,0,49.76613265393477,-7.555903615039331
1,158.2,142.772546380598,3495.2542110696327,374.2859869137502,239.0,3.0,1861.0,410749,169205,51.421754478869765,-1.8467926184007617
0,67.9,433.6865227327222,139.7891269019161,30.4138126514911,141.0,7.0,3202.0,0,0,49.76613265393477,-7.555903615039331
1,52.8,692.0411837455919,1800.0802759877126,56.462376853972415,100.0,17.0,2646.0,430222,125220,51.02555356004248,-1.5704391072906088
1,25.9,443.0722288747062,428.23941901697935,113.70136322841516,237.0,16.0,4056.0,486858,105952,50.84657072373496,-0.7676012953494579
0,31.6,172.75416058665562,1416.2009038268548,242.89298054904756,126.0,22.0,2432.0,0,0,49.76613265393477,-7.555903615039331
1,90.0,276.3548443577568,1273.0058915810248,185.9731163367437,116.0,11.0,2371.0,427000,112300,50.91024908308077,-1.618704611940056
0,160.2,330.15148038438355,3068.0658402322465,51.40038910358559,134.0,9.0,3399.0,0,0,49.76613265393477,-7.555903615039331
0,147.7,710.4400045042509,536.4112228505292,58.69412236331676,91.0,15.0,3032.0,0,0,49.76613265393477,-7.555903615039331
0,108.8,13.92838827718412,2730.6799519533593,373.06567786383135,209.0,6.0,2066.0,0,0,49.76613265393477,-7.555903615039331
1,27.1,669.9022316726524,1272.095122229466,242.03305559365234,149.0,15.0,2561.0,488667,178552,51.49896581934434,-0.7240297147231843
1,95.8,241.3503677229434,3325.7668288681934,110.57124400132251,113.0,4.0,1894.0,419300,188400,51.59412181623869,-1.7227692217342472
0,177.4,164.50227961946302,596.0536888569686,86.28441342444185,153.0,27.0,4144.0,0,0,49.76613265393477,-7.555903615039331
1,45.4,360.2124373199793,672.1257322852622,13.038404810405298,146.0,12.0,2551.0,471855,172950,51.45098574383106,-0.9673116287832024
0,56.0,297.3550066839299,1801.88401402532,51.478150704935004,421.0,9.0,1797.0,0,0,49.76613265393477,-7.555903615039331
0,134.1,710.4540801487454,1283.6748030556648,100.0,99.0,15.0,3301.0,0,0,49.76613265393477,-7.555903615039331
1,63.7,311.75150360503477,1881.9205615540736,51.478150704935004,313.0,8.0,1745.0,455305,186407,51.5738284362677,-1.203347425240839
1,48.9,105.00476179678711,858.8067302950064,13.601470508735444,270.0,8.0,2152.0,457815,194265,51.644224280471526,-1.165839366870774
0,73.9,327.6171546180084,702.4991103197214,269.14122686797725,290.0,13.0,3554.0,0,0,49.76613265393477,-7.555903615039331
0,86.2,373.4233522424649,1078.0542657955582,149.56269588369955,162.0,10.0,2514.0,0,0,49.76613265393477,-7.555903615039331
